id,title,overview,poster_path,release_date,runtime,vote_average,genres,backdrop_path,tagline,status,budget,revenue,homepage,popularity,vote_count,Director,Star1,Star2,Star3,Star4,certificate
542,Harold and Maude,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.","https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",1971,91 min,7.9,"[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Romance'}]",,,,0,,,62.0,70826,Hal Ashby,Ruth Gordon,Bud Cort,Vivian Pickles,Cyril Cusack,PG
543,Patton,The World War II phase of the career of controversial American general George S. Patton.,"https://m.media-amazon.com/images/M/MV5BMmNhZmJhMmYtNjlkMC00MjhjLTk1NzMtMTNlMzYzNjZlMjNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",1970,172 min,7.9,"[{'name': 'Biography'}, {'name': 'Drama'}, {'name': 'War'}]",,,,0,"61,700,000",,91.0,93741,Franklin J. Schaffner,George C. Scott,Karl Malden,Stephen Young,Michael Strong,U
544,The Wild Bunch,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.","https://m.media-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",1969,145 min,7.9,"[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Western'}]",,,,0,"12,064,472",,97.0,77401,Sam Peckinpah,William Holden,Ernest Borgnine,Robert Ryan,Edmond O'Brien,A
545,Night of the Living Dead,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,"https://m.media-amazon.com/images/M/MV5BMzRmN2E1ZDUtZDc2ZC00ZmI3LTkwOTctNzE2ZDIzMGJiMTYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",1968,96 min,7.9,"[{'name': 'Horror'}, {'name': 'Thriller'}]",,,,0,"89,029",,89.0,116557,George A. Romero,Duane Jones,Judith O'Dea,Karl Hardman,Marilyn Eastman,
546,The Lion in Winter,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. They and his wife variously plot to force him.","https://m.media-amazon.com/images/M/MV5BMTkzNzYyMzA5N15BMl5BanBnXkFtZTgwODcwODQ3MDI@._V1_UX67_CR0,0,67,98_AL_.jpg",1968,134 min,7.9,"[{'name': 'Biography'}, {'name': 'Drama'}, {'name': 'History'}]",,,,0,"22,276,975",,,29003,Anthony Harvey,Peter O'Toole,Katharine Hepburn,Anthony Hopkins,John Castle,PG
547,In the Heat of the Night,A black police detective is asked to investigate a murder in a racially hostile southern town.,"https://m.media-amazon.com/images/M/MV5BZjZhZTZkNWItZGE1My00MTRkLWI2ZDktMWZkZTIxZWYxOTgzXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",1967,110 min,7.9,"[{'name': 'Crime'}, {'name': 'Drama'}, {'name': 'Mystery'}]",,,,0,"24,379,978",,75.0,67804,Norman Jewison,Sidney Poitier,Rod Steiger,Warren Oates,Lee Grant,U
548,Charade,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,"https://m.media-amazon.com/images/M/MV5BMTA0Y2UyMDUtZGZiOS00ZmVkLTg3NmItODQyNTY1ZjU1MWE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",1963,113 min,7.9,"[{'name': 'Comedy'}, {'name': 'Mystery'}, {'name': 'Romance'}]",,,,0,"13,474,588",,83.0,68689,Stanley Donen,Cary Grant,Audrey Hepburn,Walter Matthau,James Coburn,U
549,The Manchurian Candidate,A former prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.,"https://m.media-amazon.com/images/M/MV5BOTY0ZTA1ZjUtN2MyNi00ZGRmLWExYmMtOTkyNzI1NGQ2Y2RlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",1962,126 min,7.9,"[{'name': 'Drama'}, {'name': 'Thriller'}]",,,,0,,,94.0,71122,John Frankenheimer,Frank Sinatra,Laurence Harvey,Janet Leigh,Angela Lansbury,PG-13
550,Spartacus,The slave Spartacus leads a violent revolt against the decadent Roman Republic.,"https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",1960,197 min,7.9,"[{'name': 'Adventure'}, {'name': 'Biography'}, {'name': 'Drama'}]",,,,0,"30,000,000",,87.0,124339,Stanley Kubrick,Kirk Douglas,Laurence Olivier,Jean Simmons,Charles Laughton,A
551,L'avventura,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.","https://m.media-amazon.com/images/M/MV5BZDFlODBmZTYtMWU4MS00MzY4LWFmYzYtYzAzZmU1MGUzMDE5XkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_UY98_CR1,0,67,98_AL_.jpg",1960,144 min,7.9,"[{'name': 'Drama'}, {'name': 'Mystery'}]",,,,0,,,,26542,Michelangelo Antonioni,Gabriele Ferzetti,Monica Vitti,Lea Massari,Dominique Blanchar,U
552,Hiroshima mon amour,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,"https://m.media-amazon.com/images/M/MV5BMzY2NTA1MzUwN15BMl5BanBnXkFtZTgwOTc4NTU4MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",1959,90 min,7.9,"[{'name': 'Drama'}, {'name': 'Romance'}]",,,,0,"88,300",,,28421,Alain Resnais,Emmanuelle Riva,Eiji Okada,Stella Dassas,Pierre Barbaud,
553,The Ten Commandments,"Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.","https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",1956,220 min,7.9,"[{'name': 'Adventure'}, {'name': 'Drama'}]",,,,0,"93,740,000",,,63560,Cecil B. DeMille,Charlton Heston,Yul Brynner,Anne Baxter,Edward G. Robinson,U
554,The Searchers,An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.,"https://m.media-amazon.com/images/M/MV5BYWQ3YWJiMDEtMDBhNS00YjY1LTkzNmEtY2U4Njg4MjQ3YWE3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",1956,119 min,7.9,"[{'name': 'Adventure'}, {'name': 'Drama'}, {'name': 'Western'}]",,,,0,,,94.0,80316,John Ford,John Wayne,Jeffrey Hunter,Vera Miles,Ward Bond,Passed
555,East of Eden,"Two brothers struggle to maintain their strict, Bible-toting father's favor.","https://m.media-amazon.com/images/M/MV5BMzE1MzdjNmUtOWU5MS00OTgwLWIzYjYtYTYwYTM0NDkyOTU1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",1955,118 min,7.9,[{'name': 'Drama'}],,,,0,,,72.0,40313,Elia Kazan,James Dean,Raymond Massey,Julie Harris,Burl Ives,U
556,High Noon,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.","https://m.media-amazon.com/images/M/MV5BOWIzZGUxZmItOThkMS00Y2QxLTg0MTYtMDdhMjRlNTNlYTI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",1952,85 min,7.9,"[{'name': 'Drama'}, {'name': 'Thriller'}, {'name': 'Western'}]",,,,0,"9,450,000",,89.0,97222,Fred Zinnemann,Gary Cooper,Grace Kelly,Thomas Mitchell,Lloyd Bridges,PG
557,Strangers on a Train,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,"https://m.media-amazon.com/images/M/MV5BNzkwNjk4ODgtYjRmMi00ODdhLWIyNjUtNWQyMjg2N2E2NjlhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",1951,101 min,7.9,"[{'name': 'Crime'}, {'name': 'Film-Noir'}, {'name': 'Thriller'}]",,,,0,"7,630,000",,88.0,123341,Alfred Hitchcock,Farley Granger,Robert Walker,Ruth Roman,Leo G. Carroll,A
558,Harvey,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.","https://m.media-amazon.com/images/M/MV5BMzg2YTFkNjgtM2ZkNS00MWVkLWIwMTEtZTgzMDM2MmUxNDE2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg",1950,104 min,7.9,"[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Fantasy'}]",,,,0,,,,52573,Henry Koster,James Stewart,Wallace Ford,William H. Lynn,Victoria Horne,Approved
559,Miracle on 34th Street,"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing.","https://m.media-amazon.com/images/M/MV5BNjRkOGEwYTUtY2E5Yy00ODg4LTk2ZWItY2IyMzUxOGVhMTM1XkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_UX67_CR0,0,67,98_AL_.jpg",1947,96 min,7.9,"[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Family'}]",,,,0,"2,650,000",,88.0,41625,George Seaton,Edmund Gwenn,Maureen O'Hara,John Payne,Gene Lockhart,
560,Notorious,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,"https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",1946,102 min,7.9,"[{'name': 'Drama'}, {'name': 'Film-Noir'}, {'name': 'Romance'}]",,,,0,"10,464,000",,100.0,92306,Alfred Hitchcock,Cary Grant,Ingrid Bergman,Claude Rains,Louis Calhern,U
561,The Big Sleep,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.","https://m.media-amazon.com/images/M/MV5BMjdiM2IyZmQtODJiYy00NDNkLTllYmItMmFjMDNiYTQyOGVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",1946,114 min,7.9,"[{'name': 'Crime'}, {'name': 'Film-Noir'}, {'name': 'Mystery'}]",,,,0,"6,540,000",,,78796,Howard Hawks,Humphrey Bogart,Lauren Bacall,John Ridgely,Martha Vickers,Passed
562,The Lost Weekend,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,"https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",1945,101 min,7.9,"[{'name': 'Drama'}, {'name': 'Film-Noir'}]",,,,0,"9,460,000",,,33549,Billy Wilder,Ray Milland,Jane Wyman,Phillip Terry,Howard Da Silva,Passed
563,The Philadelphia Story,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.","https://m.media-amazon.com/images/M/MV5BYjQ4ZDA4NGMtMTkwYi00NThiLThhZDUtZTEzNTAxOWYyY2E4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",1940,112 min,7.9,"[{'name': 'Comedy'}, {'name': 'Romance'}]",,,,0,,,96.0,63550,George Cukor,Cary Grant,Katharine Hepburn,James Stewart,Ruth Hussey,
564,His Girl Friday,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,"https://m.media-amazon.com/images/M/MV5BZDVmZTZkYjMtNmViZC00ODEzLTgwNDAtNmQ3OGQwOWY5YjFmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",1940,92 min,7.9,"[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Romance'}]",,,,0,"296,000",,,53667,Howard Hawks,Cary Grant,Rosalind Russell,Ralph Bellamy,Gene Lockhart,Passed
565,The Adventures of Robin Hood,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.","https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",1938,102 min,7.9,"[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Romance'}]",,,,0,"3,981,000",,97.0,47175,Michael Curtiz,William Keighley,Errol Flynn,Olivia de Havilland,Basil Rathbone,PG
566,A Night at the Opera,A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,"https://m.media-amazon.com/images/M/MV5BYTJmNmQxNGItNDNlMC00MDU3LWFhNzMtZDQ2NDY0ZTVkNjE3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",1935,96 min,7.9,"[{'name': 'Comedy'}, {'name': 'Music'}, {'name': 'Musical'}]",,,,0,"2,537,520",,,30580,Sam Wood,Edmund Goulding,Groucho Marx,Chico Marx,Harpo Marx,Passed
567,King Kong,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,"https://m.media-amazon.com/images/M/MV5BZTY3YjYxZGQtMTM2YS00ZmYwLWFlM2QtOWFlMTU1NTAyZDQ2XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX67_CR0,0,67,98_AL_.jpg",1933,100 min,7.9,"[{'name': 'Adventure'}, {'name': 'Horror'}, {'name': 'Sci-Fi'}]",,,,0,"10,000,000",,90.0,78991,Merian C. Cooper,Ernest B. Schoedsack,Fay Wray,Robert Armstrong,Bruce Cabot,Passed
568,Freaks,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.","https://m.media-amazon.com/images/M/MV5BMjMyYjgyOTQtZDVlZS00NTQ0LWJiNDItNGRlZmM3Yzc0N2Y0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",1932,64 min,7.9,"[{'name': 'Drama'}, {'name': 'Horror'}]",,,,0,,,80.0,42117,Tod Browning,Wallace Ford,Leila Hyams,Olga Baclanova,Roscoe Ates,
569,Nosferatu,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,"https://m.media-amazon.com/images/M/MV5BMTAxYjEyMTctZTg3Ni00MGZmLWIxMmMtOGM2NTFiY2U3MmExXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",1922,94 min,7.9,"[{'name': 'Fantasy'}, {'name': 'Horror'}]",,,,0,,,,88794,F.W. Murnau,Max Schreck,Alexander Granach,Gustav von Wangenheim,Greta Schröder,
570,The Gentlemen,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.","https://m.media-amazon.com/images/M/MV5BMTlkMmVmYjktYTc2NC00ZGZjLWEyOWUtMjc2MDMwMjQwOTA5XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_UX67_CR0,0,67,98_AL_.jpg",2019,113 min,7.8,"[{'name': 'Action'}, {'name': 'Comedy'}, {'name': 'Crime'}]",,,,0,,,51.0,237392,Guy Ritchie,Matthew McConaughey,Charlie Hunnam,Michelle Dockery,Jeremy Strong,A
571,Raazi,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,"https://m.media-amazon.com/images/M/MV5BZmVhN2JlYjEtZWFkOS00YzE0LThiNDMtMGI3NDA1MTk2ZDQ2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",2018,138 min,7.8,"[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Thriller'}]",,,,0,,,,25344,Meghna Gulzar,Alia Bhatt,Vicky Kaushal,Rajit Kapoor,Shishir Sharma,UA
572,Sound of Metal,A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,"https://m.media-amazon.com/images/M/MV5BNjcyYjg0M2ItMzMyZS00NmM1LTlhZDMtN2MxN2RhNWY4YTkwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",2019,120 min,7.8,"[{'name': 'Drama'}, {'name': 'Music'}]",,,,0,,,81.0,27187,Darius Marder,Riz Ahmed,Olivia Cooke,Paul Raci,Lauren Ridloff,R
573,Forushande,"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.","https://m.media-amazon.com/images/M/MV5BMTBkMjMyN2UtNzVjNi00Y2ZiLTk2MDYtN2Y0MjgzYjAxNzE4XkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_UY98_CR1,0,67,98_AL_.jpg",2016,124 min,7.8,[{'name': 'Drama'}],,,,0,"2,402,067",,85.0,51240,Asghar Farhadi,Shahab Hosseini,Taraneh Alidoosti,Babak Karimi,Mina Sadati,UA
574,Dunkirk,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.","https://m.media-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",2017,106 min,7.8,"[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'History'}]",,,,0,"188,373,161",,94.0,555092,Christopher Nolan,Fionn Whitehead,Barry Keoghan,Mark Rylance,Tom Hardy,UA
575,Perfetti sconosciuti,"Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles.","https://m.media-amazon.com/images/M/MV5BNDQzZmQ5MjItYmJlNy00MGI2LWExMDQtMjBiNjNmMzc5NTk1XkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_UY98_CR1,0,67,98_AL_.jpg",2016,96 min,7.8,"[{'name': 'Comedy'}, {'name': 'Drama'}]",,,,0,,,,57168,Paolo Genovese,Giuseppe Battiston,Anna Foglietta,Marco Giallini,Edoardo Leo,
576,Hidden Figures,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,"https://m.media-amazon.com/images/M/MV5BMzg2Mzg4YmUtNDdkNy00NWY1LWE3NmEtZWMwNGNlMzE5YzU3XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_UX67_CR0,0,67,98_AL_.jpg",2016,127 min,7.8,"[{'name': 'Biography'}, {'name': 'Drama'}, {'name': 'History'}]",,,,0,"169,607,287",,74.0,200876,Theodore Melfi,Taraji P. Henson,Octavia Spencer,Janelle Monáe,Kevin Costner,UA
577,Paddington 2,"Paddington (Ben Whishaw), now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's (Imelda Staunton's) 100th birthday, only for the gift to be stolen.","https://m.media-amazon.com/images/M/MV5BMmYwNWZlNzEtNjE4Zi00NzQ4LWI2YmUtOWZhNzZhZDYyNmVmXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_UX67_CR0,0,67,98_AL_.jpg",2017,103 min,7.8,"[{'name': 'Adventure'}, {'name': 'Comedy'}, {'name': 'Family'}]",,,,0,"40,442,052",,88.0,61594,Paul King,Ben Whishaw,Hugh Grant,Hugh Bonneville,Sally Hawkins,U
578,Udta Punjab,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,"https://m.media-amazon.com/images/M/MV5BY2YxNjQxYWYtYzNkMi00YTgyLWIwZTMtYzgyYjZlZmYzZTA0XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_UX67_CR0,0,67,98_AL_.jpg",2016,148 min,7.8,"[{'name': 'Action'}, {'name': 'Crime'}, {'name': 'Drama'}]",,,,0,,,,27175,Abhishek Chaubey,Shahid Kapoor,Alia Bhatt,Kareena Kapoor,Diljit Dosanjh,A
579,Kubo and the Two Strings,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,"https://m.media-amazon.com/images/M/MV5BMjA2Mzg2NDMzNl5BMl5BanBnXkFtZTgwMjcwODUzOTE@._V1_UX67_CR0,0,67,98_AL_.jpg",2016,101 min,7.8,"[{'name': 'Animation'}, {'name': 'Action'}, {'name': 'Adventure'}]",,,,0,"48,023,088",,84.0,118035,Travis Knight,Charlize Theron,Art Parkinson,Matthew McConaughey,Ralph Fiennes,PG
580,M.S. Dhoni: The Untold Story,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,"https://m.media-amazon.com/images/M/MV5BZjAzZjZiMmQtMDZmOC00NjVmLTkyNTItOGI2Mzg4NTBhZTA1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",2016,184 min,7.8,"[{'name': 'Biography'}, {'name': 'Drama'}, {'name': 'Sport'}]",,,,0,"1,782,795",,,40416,Neeraj Pandey,Sushant Singh Rajput,Kiara Advani,Anupam Kher,Disha Patani,U
581,Manchester by the Sea,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,"https://m.media-amazon.com/images/M/MV5BMTYxMjk0NDg4Ml5BMl5BanBnXkFtZTgwODcyNjA5OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",2016,137 min,7.8,[{'name': 'Drama'}],,,,0,"47,695,120",,96.0,246963,Kenneth Lonergan,Casey Affleck,Michelle Williams,Kyle Chandler,Lucas Hedges,UA
582,Under sandet,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.","https://m.media-amazon.com/images/M/MV5BMjA0MzQzNjM1Ml5BMl5BanBnXkFtZTgwNjM5MjU5NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",2015,100 min,7.8,"[{'name': 'Drama'}, {'name': 'History'}, {'name': 'War'}]",,,,0,"435,266",,75.0,35539,Martin Zandvliet,Roland Møller,Louis Hofmann,Joel Basman,Mikkel Boe Følsgaard,R
583,Rogue One,The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the plans for the Death Star.,"https://m.media-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_UX67_CR0,0,67,98_AL_.jpg",2016,133 min,7.8,"[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Sci-Fi'}]",,,,0,"532,177,324",,65.0,556608,Gareth Edwards,Felicity Jones,Diego Luna,Alan Tudyk,Donnie Yen,UA
584,Captain America: Civil War,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,"https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UX67_CR0,0,67,98_AL_.jpg",2016,147 min,7.8,"[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Sci-Fi'}]",,,,0,"408,084,349",,75.0,663649,Anthony Russo,Joe Russo,Chris Evans,Robert Downey Jr.,Scarlett Johansson,UA
585,The Hateful Eight,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.","https://m.media-amazon.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@._V1_UX67_CR0,0,67,98_AL_.jpg",2015,168 min,7.8,"[{'name': 'Crime'}, {'name': 'Drama'}, {'name': 'Mystery'}]",,,,0,"54,117,416",,68.0,517059,Quentin Tarantino,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Walton Goggins,A
586,Little Women,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.","https://m.media-amazon.com/images/M/MV5BY2QzYTQyYzItMzAwYi00YjZlLThjNTUtNzMyMDdkYzJiNWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",2019,135 min,7.8,"[{'name': 'Drama'}, {'name': 'Romance'}]",,,,0,"108,101,214",,91.0,143250,Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Eliza Scanlen,U
